"BLOCK"	"State"	"St_Block"	"Effort80"	"Occ80"	"CAWA_year80"	"X90year80"	"Effort00"	"Occ00"	"CAWA_year00"	"X90year00"	"Priors80"	"Priors00"	"pfor"	"ele"	"ele2"	"edge"	"edge_resid"	"lat"	"long"	"Block_I"	"dif80"	"dif00"	"acov"	"neigh"	"sites"	"cawa00"	"cawa80"
"3585"	"5475D"	"NY"	"NY_5475D"	18	0	0	0	22.5	0	0	0	0	0	0.249496	587	344569	0	-70771.0873981817	42.9253252334	-74.3562714321	54754	0	0	0.22055518405813	0.22055518405813	"5475"	NA	NA
"3584"	"5475C"	"NY"	"NY_5475C"	7.5	0	0	0	17.5	0	0	2004	0	0	0.314865	464	215296	0	-68231.2175441102	42.9256528873	-74.4175372631	54753	0	-2004	0.238051192055722	0.238051192055722	"5475"	NA	NA
"3415"	"5375D"	"NY"	"NY_5375D"	14	0	0	1981	12	0	0	2003	0	0	0.50698	1382	1909924	2514.4869	-58252.2276378695	42.9259477576	-74.4788040923	53754	-1981	-2003	0.194153012613056	0.194153012613056	"5375"	0	0
"3414"	"5375C"	"NY"	"NY_5375C"	9	0	0	1984	14	0	0	0	0	0	0.124708	1312	1721344	0	-75619.6437375761	42.9262098574	-74.5400719468	53753	-1984	0	0.116882693516463	0.116882693516463	"5375"	NA	NA
"3247"	"5275D"	"NY"	"NY_5275D"	11.5	0	0	0	8.5	0	0	0	0	0	0.200324	611	373321	0	-72681.6333827371	42.9264391746	-74.6013406977	52754	0	0	0.0903002571413198	0.0903002571413198	"5275"	NA	NA
"3246"	"5275C"	"NY"	"NY_5275C"	13	0	0	1985	10.3	0	0	0	0	0	0.212032	923	851929	0	-72226.7266799962	42.9266357021	-74.6626101156	52753	-1985	0	0.0255820914338634	0.0255820914338634	"5275"	NA	NA
"3082"	"5175D"	"NY"	"NY_5175D"	10	0	0	1985	33.5	0	0	2003	0	0	0.164322	1265	1600225	0	-74080.4676082306	42.9267994386	-74.7238801105	51754	-1985	-2003	0	0	"5175"	NA	NA
"3081"	"5175C"	"NY"	"NY_5175C"	14	0	0	1984	38.9	0	0	0	0	0	0.461644	1815	3294225	0	-62528.2152446906	42.9269303785	-74.7851507225	51753	-1984	0	0.0323588941428994	0.0323588941428994	"5175"	NA	NA
"2921"	"5075D"	"NY"	"NY_5075D"	4	0	0	0	19	0	0	0	0	0	0.377428	2958	8749764	0	-65800.3729896536	42.9270285272	-74.8464218312	50754	0	0	0.106535388305237	0.106535388305237	"5075"	NA	NA
"2920"	"5075C"	"NY"	"NY_5075C"	2	0	0	1984	27.3	0	0	0	0	0	0.342627	3656	13366336	0	-67152.5431435727	42.9270938839	-74.9076931963	50753	-1984	0	0.215403164159746	0.215403164159746	"5075"	NA	NA
"2762"	"4975D"	"NY"	"NY_4975D"	2	0	0	0	28.5	1	2004	0	0	1	0.344384	3429	11758041	0	-67084.2760546834	42.9271264484	-74.9689647153	49754	0	2004	0.404337389282719	0.404337389282719	"4975"	NA	NA
"2761"	"4975C"	"NY"	"NY_4975C"	14	0	0	0	10.8	0	0	2002	0	0	0.267513	3513	12341169	0	-70071.0486158719	42.9271262266	-75.0302360363	49753	0	-2002	0.538184365986664	0.538184365986664	"4975"	NA	NA
"2609"	"4875D"	"NY"	"NY_4875D"	4	1	1982	0	22.8	1	2004	0	0	0.875	0.371308	2971	8826841	0	-66038.1615975092	42.9270932096	-75.0915070447	48754	1982	2004	0.44205899327704	0.44205899327704	"4875"	NA	NA
"2608"	"4875C"	"NY"	"NY_4875C"	4	0	0	0	22	0	0	0	0	0	0.284656	2912	8479744	0	-69404.9685334422	42.9270274002	-75.1527778992	48753	0	0	0.438239404600551	0.438239404600551	"4875"	NA	NA
"2468"	"4775D"	"NY"	"NY_4775D"	17	0	0	1985	10	0	0	0	0	0	0.188745	2762	7628644	0	-73131.5278746261	42.9269287988	-75.2140484971	47754	-1985	0	0.379435926847243	0.379435926847243	"4775"	NA	NA
"2467"	"4775C"	"NY"	"NY_4775C"	23.5	1	1985	0	11	0	0	2004	0.125	0	0.494141	3428	11751184	41245.8998	-20019.6657078465	42.9267973993	-75.2753193679	47753	1985	-2004	0.170865935329231	0.170865935329231	"4775"	NA	NA
"2335"	"4675D"	"NY"	"NY_4675D"	80	0	0	1982	35.5	0	0	0	0	0	0.529012	3343	11175649	25158.7979	-34751.8776495891	42.9266332078	-75.3365904559	46754	-1982	0	0.271192852605938	0.271192852605938	"4675"	NA	0
"2334"	"4675C"	"NY"	"NY_4675C"	2.5	0	0	1981	24.5	0	0	0	0	0	0.262124	2524	6370576	7984.782	-62295.6526955671	42.9264362256	-75.3978610345	46753	-1981	0	0.261165908587661	0.261165908587661	"4675"	NA	NA
"2211"	"4575D"	"NY"	"NY_4575D"	18	0	0	0	13.5	0	0	0	0	0	0.341888	2344	5494336	0	-67181.2565065148	42.9262064533	-75.4591309465	45754	0	0	0.275581880547335	0.275581880547335	"4575"	NA	NA
"2210"	"4575C"	"NY"	"NY_4575C"	13.5	0	0	0	18	0	0	0	0	0	0.271734	2667	7112889	0	-69907.0444142773	42.9259437378	-75.5203997918	45753	0	0	0.32292669343037	0.32292669343037	"4575"	NA	NA
"2094"	"4475D"	"NY"	"NY_4475D"	16.5	0	0	0	28.6	0	0	0	0	0	0.370629	2491	6205081	0	-66064.54369959	42.9256480456	-75.5816674227	44754	0	0	0.460002714090269	0.460002714090269	"4475"	NA	NA
"2093"	"4475C"	"NY"	"NY_4475C"	20	0	0	0	20	0	0	0	0	0	0.342112	2828	7997584	0	-67172.5531326325	42.9253195364	-75.6429340236	44753	0	0	0.568538929796136	0.568538929796136	"4475"	NA	NA
"1982"	"4375D"	"NY"	"NY_4375D"	8.5	1	1984	0	26	1	2005	0	0.375	1	0.420205	3493	12201049	0	-64138.3005585682	42.9249582424	-75.7041995469	43754	1984	2005	0.649104105519383	0.649104105519383	"4375"	NA	NA
"1981"	"4375C"	"NY"	"NY_4375C"	9	1	1983	1983	28.1	0	0	0	0	0	0.455428	3671	13476241	3246.37431	-59523.3595599244	42.9245643518	-75.7654640563	43753	0	0	0.655880002374165	0.655880002374165	"4375"	NA	NA
"1877"	"4275D"	"NY"	"NY_4275D"	28	1	1984	0	33.7	0	0	0	0.375	0	0.334617	3014	9084196	141540.2793	74076.5128314397	42.9241379231	-75.826727513	42754	1984	0	0.623520455644811	0.623520455644811	"4275"	NA	NA
"1876"	"4275C"	"NY"	"NY_4275C"	19.5	0	0	0	53	0	0	0	0	0	0.486695	2220	4928400	123184.4951	61629.6201192624	42.9236787754	-75.8879896412	42753	0	0	0.662656627229754	0.662656627229754	"4275"	NA	NA
"1771"	"4175D"	"NY"	"NY_4175D"	34	1	1981	0	21	0	0	0	0	0	0.446704	2386	5692996	94142.2114	31033.5122008382	42.9231868521	-75.9492502809	41754	1981	0	0.591162516465389	0.591162516465389	"4175"	NA	NA
"1770"	"4175C"	"NY"	"NY_4175C"	16.5	1	1982	0	28	0	0	0	0.125	0	0.455474	2990	8940100	127241.3607	64473.4141300693	42.9226621985	-76.0105089396	41753	1982	0	0.496180192761203	0.496180192761203	"4175"	NA	NA
"1668"	"4075D"	"NY"	"NY_4075D"	36	0	0	0	32	0	0	0	0	0	0.600353	2256	5089536	150300.763	93161.9954688801	42.9221048392	-76.0717653265	40754	0	0	0.536178254082102	0.536178254082102	"4075"	NA	NA
"1667"	"4075C"	"NY"	"NY_4075C"	31	0	0	0	22.5	0	0	0	0	0	0.671951	2100	4410000	98127.35	43770.4760547054	42.9215147312	-76.1330197302	40753	0	0	0.398241454371225	0.398241454371225	"4075"	NA	NA
"1575"	"3975D"	"NY"	"NY_3975D"	13.5	0	0	0	21	0	0	0	0	0	0.487873	1318	1737124	115097.1237	53588.0191408399	42.9208918577	-76.1942722347	39754	0	0	0.319969718155006	0.319969718155006	"3975"	NA	NA
"1574"	"3975C"	"NY"	"NY_3975C"	14.5	0	0	0	21	0	0	0	0	0	0.411163	2105	4431025	107084.5627	42594.9411296293	42.9202362651	-76.2555229308	39753	0	0	0.246181080420222	0.246181080420222	"3975"	NA	NA
"1499"	"3875D"	"NY"	"NY_3875D"	16	0	0	0	21	0	0	0	0	0	0.36835	1993	3972049	111086.3054	44933.2126420272	42.9195479813	-76.3167718558	38754	0	0	0.177643109000889	0.177643109000889	"3875"	NA	NA
"1498"	"3875C"	"NY"	"NY_3875C"	12	0	0	0	39.5	0	0	0	0	0	0.269476	2085	4347225	82855.8534	12861.0758686413	42.9188269711	-76.3780187107	38753	0	0	0.122071668760474	0.122071668760474	"3875"	NA	NA
"1431"	"3775D"	"NY"	"NY_3775D"	9.5	0	0	1984	15.5	0	0	2003	0	0	0.14404	1871	3500641	52820.9418	-22047.5696880555	42.918073211	-76.4392632546	37754	-1984	-2003	0.0801278746092012	0.0801278746092012	"3775"	NA	NA
"1430"	"3775C"	"NY"	"NY_3775C"	8.5	0	0	1984	134.6	0	0	2004	0	0	0.332012	1691	2859481	103703.7772	36138.7951557103	42.9172866228	-76.5005056476	37753	-1984	-2004	0.0249796390931569	0.0249796390931569	"3775"	NA	NA
"1366"	"3675D"	"NY"	"NY_3675D"	5	0	0	0	20.5	0	0	0	0	0	0.15554	1344	1806336	69158.9222	-5262.76428963391	42.9164671253	-76.5617460268	36754	0	0	0	0	"3675"	NA	NA
"1365"	"3675C"	"NY"	"NY_3675C"	16	0	0	0	60	0	0	0	0	0	0.15486	1083	1172889	53928.75312	-20519.3543260623	42.9156148074	-76.6229840246	36753	0	0	0	0	"3675"	NA	NA
"1305"	"3575D"	"NY"	"NY_3575D"	20	0	0	0	19.5	0	0	0	0	0	0.205989	704	495616	65176.2423	-7285.28120307985	42.9147297518	-76.6842193002	35754	0	0	0	0	"3575"	NA	NA
"1304"	"3575C"	"NY"	"NY_3575C"	17.5	0	0	0	19	0	0	0	0	0	0.204463	426	181476	76719.7788	4198.96356234699	42.9138119123	-76.7454518258	35753	0	0	0	0	"3575"	NA	NA
"1246"	"3475D"	"NY"	"NY_3475D"	16	0	0	0	10	0	0	2004	0	0	0.23406	588	345744	94572.1198	23201.2766908935	42.9128612293	-76.806681601	34754	0	-2004	0	0	"3475"	NA	NA
"1245"	"3475C"	"NY"	"NY_3475C"	42	0	0	0	8	0	0	2004	0	0	0.275666	625	390625	95596.2159	25841.9467808351	42.9118777611	-76.8679084482	34753	0	-2004	0	0	"3475"	NA	NA
"1188"	"3375D"	"NY"	"NY_3375D"	NA	0	0	0	13.5	0	0	2002	0	0	0.476058	629	395641	90253.94367	28285.7749928963	42.9108615722	-76.9291321677	33754	0	-2002	0	0	"3375"	NA	NA
"1187"	"3375C"	"NY"	"NY_3375C"	NA	0	0	0	7.5	0	0	2001	0	0	0.330739	697	485809	113892.6578	46278.2141711024	42.9098126972	-76.9903525867	33753	0	-2001	0	0	"3375"	NA	NA
"1130"	"3275D"	"NY"	"NY_3275D"	43	0	0	1983	5	0	0	0	0	0	0.20607	1232	1517824	71117.26036	-1341.11594091705	42.9087311954	-77.0515694577	32754	-1983	0	0	0	"3275"	NA	NA
"1129"	"3275C"	"NY"	"NY_3275C"	114	0	0	1982	17.5	0	0	0	0	0	0.204817	1467	2152089	87573.6975	15066.6367014288	42.9076170348	-77.1127827412	32753	-1982	0	0	0	"3275"	NA	NA
"1072"	"3175D"	"NY"	"NY_3175D"	10	0	0	0	9	0	0	0	0	0	0.172313	1520	2310400	63705.7034	-10064.2791158491	42.9064701673	-77.1739924859	31754	0	0	0	0	"3175"	NA	NA
"1071"	"3175C"	"NY"	"NY_3175C"	16	0	0	0	5	0	0	0	0	0	0.175975	1370	1876900	88081.9915	14454.2936053874	42.9052906153	-77.2351985719	31753	0	0	0	0	"3175"	NA	NA
"1014"	"3075D"	"NY"	"NY_3075D"	28.5	0	0	0	9	0	0	0	0	0	0.107955	1478	2184484	59592.39683	-16678.1737944072	42.9040784352	-77.2964008467	30754	0	0	0	0	"3075"	NA	NA
"1013"	"3075C"	"NY"	"NY_3075C"	9	0	0	0	9	0	0	0	0	0	0.125423	1572	2471184	59638.16471	-15953.6981689786	42.9028336161	-77.3575992311	30753	0	0	0	0	"3075"	NA	NA
"956"	"2975D"	"NY"	"NY_2975D"	41	0	0	0	7.2	0	0	0	0	0	0.116135	1765	3115225	69152.01859	-6800.72347031248	42.9015561128	-77.4187936698	29754	0	0	0	0	"2975"	NA	NA
"955"	"2975C"	"NY"	"NY_2975C"	32	0	0	0	43.8	0	0	0	0	0	0.148135	1878	3526884	74963.11852	253.715585730262	42.9002459137	-77.4799839651	29753	0	0	0	0	"2975"	NA	NA
"898"	"2875D"	"NY"	"NY_2875D"	14	0	0	0	17	0	0	0	0	0	0.201812	1712	2930944	97639.2465	25015.4283866239	42.8989029619	-77.5411695791	28754	0	0	0	0	"2875"	NA	NA
"897"	"2875C"	"NY"	"NY_2875C"	60	0	0	1983	2	0	0	0	0	0	0.174164	1631	2660161	70936.88281	-2761.18030827705	42.897527273	-77.6023505091	28753	-1983	0	0	0	"2875"	NA	NA
"837"	"2775D"	"NY"	"NY_2775D"	6	0	0	1984	11	0	0	2000	0	0	0.166473	1739	3024121	63933.8948	-10062.9971063519	42.8961189266	-77.6635270848	27754	-1984	-2000	0	0	"2775"	NA	NA
"836"	"2775C"	"NY"	"NY_2775C"	6	0	0	1984	10	0	0	0	0	0	0.126022	1471	2163841	54104.2281	-21464.361024713	42.8946779218	-77.7246991832	27753	-1984	0	0	0	"2775"	NA	NA
"775"	"2675D"	"NY"	"NY_2675D"	8	0	0	0	12	0	0	2000	0	0	0.181735	929	863041	74588.8181	1184.92124807514	42.8932042037	-77.7858664992	26754	0	-2000	0	0	"2675"	NA	NA
"774"	"2675C"	"NY"	"NY_2675C"	41	0	0	1983	26.5	0	0	0	0	0	0.211283	1151	1324801	72727.44297	471.614383584851	42.8916977853	-77.8470289542	26753	-1983	0	0	0	"2675"	NA	NA
"711"	"2575D"	"NY"	"NY_2575D"	12	0	0	0	0.5	0	0	2001	0	0	0.193629	1628	2650384	67857.1274	-5084.63584051386	42.8901587375	-77.9081866493	25754	0	-2001	0	0	"2575"	NA	NA
"710"	"2575C"	"NY"	"NY_2575C"	4	0	0	1983	2	0	0	0	0	0	0.228879	2030	4120900	82184.2698	10612.1223155176	42.8885870679	-77.9693394831	25753	-1983	0	0	0	"2575"	NA	NA
"647"	"2475D"	"NY"	"NY_2475D"	20	0	0	1983	12	0	0	0	0	0	0.215341	2009	4036081	75911.6556	3813.49795650614	42.8869828478	-78.0304873522	24754	-1983	0	0	0	"2475"	NA	NA
"646"	"2475C"	"NY"	"NY_2475C"	30.5	0	0	1982	12.5	0	0	0	0	0	0.284762	2415	5832225	79452.65133	10051.8013574128	42.8853460941	-78.0916301638	24753	-1982	0	0	0	"2475"	NA	NA
"583"	"2375D"	"NY"	"NY_2375D"	14.5	0	0	0	7	0	0	0	0	0	0.333828	2367	5602689	107211.1143	39716.6917511132	42.8836767422	-78.1527678157	23754	0	0	0	0	"2375"	NA	NA
"582"	"2375C"	"NY"	"NY_2375C"	12.5	0	0	0	29.3	0	0	0	0	0	0.311122	2355	5546025	100414.1375	32037.4881324905	42.8819747992	-78.2139002065	23753	0	0	0	0	"2375"	NA	NA
"519"	"2275D"	"NY"	"NY_2275D"	19	0	0	0	15	0	0	0	0	0	0.39716	2050	4202500	113987.6264	48953.9273989425	42.880240361	-78.2750271867	22754	0	0	0.0244049226534096	0.0244049226534096	"2275"	NA	NA
"518"	"2275C"	"NY"	"NY_2275C"	15	0	0	0	11	0	0	0	0	0	0.496846	2293	5257849	156407.9434	95247.4789026518	42.8784734508	-78.3361486537	22753	0	0	0.0552748181949362	0.0552748181949362	"2275"	NA	NA
"455"	"2175D"	"NY"	"NY_2175D"	17	0	0	0	6.5	0	0	0	0	0	0.596958	2175	4730625	117508.7777	60238.0996584765	42.8766739833	-78.3972645572	21754	0	0	0.0653833612990449	0.0653833612990449	"2175"	NA	NA
"454"	"2175C"	"NY"	"NY_2175C"	10	0	0	0	38	0	0	0	0	0	0.555462	1961	3845521	135995.1555	77112.1774467806	42.874841958	-78.4583747998	21753	0	0	0.0669231237542389	0.0669231237542389	"2175"	NA	NA
"393"	"2075D"	"NY"	"NY_2075D"	20	0	0	0	6	0	0	2002	0	0	0.499856	1660	2755600	124055.0564	63011.5434891952	42.8729773118	-78.5194794589	20754	0	-2002	0.0565764312152016	0.0565764312152016	"2075"	NA	NA
"392"	"2075C"	"NY"	"NY_2075C"	15	0	0	0	48.2	0	0	0	0	0	0.457151	1462	2137444	148047.6566	85344.8687711435	42.8710800237	-78.5805784701	20753	0	0	0.0249795845071742	0.0249795845071742	"2075"	NA	NA
"332"	"1975D"	"NY"	"NY_1975D"	21	0	0	0	11.5	0	0	0	0	0	0.421561	1346	1811716	127844.5564	63758.9423368978	42.8691501878	-78.6416715469	19754	0	0	0	0	"1975"	NA	NA
"331"	"1975C"	"NY"	"NY_1975C"	4	0	0	0	38	0	0	0	0	0	0.270914	1222	1493284	109125.9486	39187.0436206178	42.8671878297	-78.7027585509	19753	0	0	0.025582099448441	0.025582099448441	"1975"	NA	NA
"272"	"1875D"	"NY"	"NY_1875D"	18	0	0	0	12	0	0	0	0	0	0.16277	1041	1083681	103232.1964	29091.4268441564	42.8651929522	-78.7638394111	18754	0	0	0.0323590736364832	0.0323590736364832	"1875"	NA	NA
"271"	"1875C"	"NY"	"NY_1875C"	30	0	0	0	73.8	0	0	0	0	0	0.046748	974	948676	32155.41004	-46493.3186433977	42.8631655552	-78.8249140329	18753	0	0	0.0414168950546926	0.0414168950546926	"1875"	NA	NA
"212"	"1775D"	"NY"	"NY_1775D"	85	0	0	0	132	0	0	0	0	0	0.01295	902	813604	20245.60002	-59716.327906585	42.8611056587	-78.8859822841	17754	0	0	0.0504904437164151	0.0504904437164151	"1775"	NA	NA
"5153"	"6374B"	"NY"	"NY_6374B"	2	0	0	1985	6.5	0	0	0	0	0	0.590948	2324	5400976	5000.0241	-52504.1685711334	42.8688179376	-73.2550448803	63742	-1985	0	0.24639145642161	0.24639145642161	"6374"	NA	0
"5152"	"6374A"	"NY"	"NY_6374A"	14	1	1984	1984	8	0	0	0	0	0	0.442134	1257	1580049	571.412	-62714.8515680998	42.8697338686	-73.3162308471	63741	0	0	0.153793535734657	0.153793535734657	"6374"	NA	NA
"5046"	"6274B"	"NY"	"NY_6274B"	4	0	0	1984	8	0	0	0	0	0	0.485549	1609	2588881	472.002	-61127.400063189	42.8706171737	-73.3774195406	62742	-1984	0	0.183806401306915	0.183806401306915	"6274"	NA	NA
"5045"	"6274A"	"NY"	"NY_6274A"	7	0	0	1982	10.5	0	0	0	0	0	0.483162	1261	1590121	1614.63	-60077.5173911222	42.8714677926	-73.4386109438	62741	-1982	0	0.124302247921096	0.124302247921096	"6274"	NA	NA
"4903"	"6174B"	"NY"	"NY_6174B"	15	0	0	0	NA	0	0	2002	0	0	0.350416	976	952576	0	-66849.9066294244	42.8722857276	-73.4998049413	61742	0	-2002	0.0538790980401241	0.0538790980401241	"6174"	NA	NA
"4902"	"6174A"	"NY"	"NY_6174A"	13	0	0	0	NA	0	0	2002	0	0	0.41204	591	349281	0	-64455.5463074476	42.873070979	-73.5610014342	61741	0	-2002	0.0244048461642988	0.0244048461642988	"6174"	NA	NA
"4714"	"6074B"	"NY"	"NY_6074B"	18	0	0	0	45.5	0	0	0	0	0	0.430748	5275	27825625	0	-63728.6591708848	42.8738235344	-73.6222003334	60742	0	0	0	0	"6074"	NA	NA
"4713"	"6074A"	"NY"	"NY_6074A"	16	0	0	1983	52	0	0	2002	0	0	0.48933	3442	11847364	0	-61452.4937745775	42.8745433838	-73.6834015343	60741	-1983	-2002	0	0	"6074"	NA	NA
"4516"	"5974B"	"NY"	"NY_5974B"	7	0	0	0	11	0	0	0	0	0	0.347537	93	8649	0	-66961.7682964205	42.8752305114	-73.7446049947	59742	0	0	0	0	"5974"	NA	NA
"4515"	"5974A"	"NY"	"NY_5974A"	22	0	0	0	10.8	1	2005	0	0	1	0.398265	5250	27562500	0	-64990.7649468613	42.8758848949	-73.8058106837	59741	0	2005	0	0	"5974"	NA	NA
"4318"	"5874B"	"NY"	"NY_5874B"	33	0	0	0	19	0	0	0	0	0	0.571321	129	16641	0	-58266.7869532222	42.8765065435	-73.8670184357	58742	0	0	0	0	"5874"	NA	NA
"4317"	"5874A"	"NY"	"NY_5874A"	76	0	0	0	35	0	0	0	0	0	0.455342	146	21316	0	-62773.0753438256	42.8770954781	-73.9282280828	58741	0	0	0.0552748916530676	0.0552748916530676	"5874"	NA	NA
"4121"	"5774B"	"NY"	"NY_5774B"	60	0	0	0	38.5	1	2002	0	0	0.875	0.746519	844	712336	0	-51459.5829468335	42.8776516844	-73.9894394505	57742	0	2002	0.110549593180155	0.110549593180155	"5774"	NA	NA
"4120"	"5774A"	"NY"	"NY_5774A"	26	0	0	1985	21.5	0	0	0	0	0	0.673865	834	695556	6358.826	-47923.6807238182	42.878175132	-74.0506522946	57741	-1985	0	0.152349835361505	0.152349835361505	"5774"	NA	0
"3936"	"5674B"	"NY"	"NY_5674B"	3	0	0	1985	38	0	0	0	0	0	0.422367	1387	1923769	14652.283	-49402.014458865	42.8786658269	-74.1118665877	56742	-1985	0	0.148706283489751	0.148706283489751	"5674"	NA	NA
"3935"	"5674A"	"NY"	"NY_5674A"	NA	0	0	0	17.5	0	0	0	0	0	0.259571	1464	2143296	1036.722	-69342.9078452167	42.879123797	-74.1730823681	56741	0	0	0.15935973886557	0.15935973886557	"5674"	NA	NA
"3754"	"5574B"	"NY"	"NY_5574B"	NA	0	0	1984	13.5	0	0	0	0	0	0.264614	1315	1729225	2429.5533	-67754.1340698219	42.8795490538	-74.2342996187	55742	-1984	0	0.15935940168907	0.15935940168907	"5574"	NA	NA
"3753"	"5574A"	"NY"	"NY_5574A"	NA	0	0	0	14	0	0	2003	0	0	0.416606	1244	1547536	24094.625	-40183.5123559004	42.879941646	-74.2955184948	55741	0	-2003	0.169172701462404	0.169172701462404	"5574"	NA	NA
"3579"	"5474B"	"NY"	"NY_5474B"	8	0	0	1984	8	0	0	2004	0	0	0.313964	1480	2190400	8479.11693	-59787.1083813778	42.8803015722	-74.3567388143	54742	-1984	-2004	0.177188135396045	0.177188135396045	"5474"	NA	NA
"3578"	"5474A"	"NY"	"NY_5474A"	15.5	0	0	0	25	0	0	0	0	0	0.535888	1362	1855044	12104.585	-47538.9280548807	42.8806287647	-74.4179602067	54741	0	0	0.151367173509052	0.151367173509052	"5474"	NA	NA
"3409"	"5374B"	"NY"	"NY_5374B"	20	0	0	1983	13	0	0	0	0	0	0.43218	1200	1440000	29135.5891	-34537.4306449944	42.8809232239	-74.479182588	53742	-1983	0	0.0873426493868989	0.0873426493868989	"5374"	NA	NA
"3408"	"5374A"	"NY"	"NY_5374A"	9	0	0	1985	13.9	0	0	2004	0	0	0.226558	984	968256	381.96067	-71280.3677554682	42.8811849565	-74.5404059459	53741	-1985	-2004	0.0323590673182652	0.0323590673182652	"5374"	NA	NA
"3241"	"5274B"	"NY"	"NY_5274B"	22	0	0	0	14.5	0	0	0	0	0	0.24231	1264	1597696	0	-71050.2947406736	42.8814139518	-74.6016301587	52742	0	0	0.0255820928653821	0.0255820928653821	"5274"	NA	NA
"3240"	"5274A"	"NY"	"NY_5274A"	39	0	0	0	43.5	0	0	0	0	0	0.138226	1587	2518569	0	-75094.4106655184	42.8816102088	-74.6628550368	52741	0	0	0.0255820583711811	0.0255820583711811	"5274"	NA	NA
"3076"	"5174B"	"NY"	"NY_5174B"	24	0	0	1985	91.5	0	0	0	0	0	0.231381	1787	3193369	0	-71474.9339065649	42.8817737249	-74.7240804931	51742	-1985	0	0.0323590913537766	0.0323590913537766	"5174"	NA	NA
"3075"	"5174A"	"NY"	"NY_5174A"	NA	0	0	1984	20.5	1	2000	0	0	0.875	0.431339	2931	8590761	0	-63705.6962514007	42.8819044826	-74.7853065929	51741	-1984	2000	0.0723570114728982	0.0723570114728982	"5174"	NA	NA
"2915"	"5074B"	"NY"	"NY_5074B"	9	0	0	1985	16.4	1	2001	0	0	0.875	0.324835	3222	10381284	0	-67843.8396976525	42.8820024885	-74.8465332135	50742	-1985	2001	0.192723917147916	0.192723917147916	"5074"	NA	NA
"2914"	"5074A"	"NY"	"NY_5074A"	20	1	1985	1985	12.4	1	2001	0	0	0.75	0.285416	3458	11957764	0	-69375.4392291987	42.8820677536	-74.9077600898	50741	0	2001	0.229448466175557	0.229448466175557	"5074"	NA	NA
"2756"	"4974B"	"NY"	"NY_4974B"	9.5	1	1985	1985	20	0	0	2002	0.125	0	0.30901	3123	9753129	0	-68458.7097498283	42.8821002778	-74.9689871195	49742	0	-2002	0.390607142094353	0.390607142094353	"4974"	NA	NA
"2755"	"4974A"	"NY"	"NY_4974A"	NA	1	1983	1983	13.8	1	2003	0	0.125	0.625	0.300109	3289	10817521	0	-68804.5522986066	42.882100041	-75.0302139147	49741	0	2003	0.425030547900975	0.425030547900975	"4974"	NA	NA
"2603"	"4874B"	"NY"	"NY_4874B"	11	1	1985	1985	12.2	1	2003	2003	0.25	0.625	0.297413	3622	13118884	1909.9736	-66999.3300199757	42.8820670344	-75.0914403612	48742	0	0	0.430892275026583	0.430892275026583	"4874"	NA	NA
"2602"	"4874A"	"NY"	"NY_4874A"	11.5	0	0	1981	0.6	0	0	2003	0	0	0.366119	2904	8433216	0	-66239.7768076666	42.8820012867	-75.1526666541	48741	-1981	-2003	0.438239092025209	0.438239092025209	"4874"	NA	NA
"2462"	"4774B"	"NY"	"NY_4774B"	18	0	0	0	14.5	1	2004	0	0	0.75	0.306486	2569	6599761	0	-68556.7781233949	42.8819027982	-75.2138926912	47742	0	2004	0.410268976620937	0.410268976620937	"4774"	NA	NA
"2461"	"4774A"	"NY"	"NY_4774A"	50	0	0	1981	11	0	0	0	0	0	0.536186	3367	11336689	34648.963	-24982.9714592694	42.8817715447	-75.2751190289	47741	-1981	0	0.390894269132406	0.390894269132406	"4774"	NA	0
"2329"	"4674B"	"NY"	"NY_4674B"	3	1	1980	0	25.5	1	2004	0	0	0.875	0.802032	3848	14807104	1643.04	-47659.6215435832	42.8816075303	-75.3363456166	46742	1980	2004	0.362924871105605	0.362924871105605	"4674"	NA	NA
"2328"	"4674A"	"NY"	"NY_4674A"	38.5	0	0	0	24.5	0	0	0	0	0	0.517017	2721	7403841	15482.4261	-44894.3073501167	42.881410775	-75.397571701	46741	0	0	0.474416384707961	0.474416384707961	"4674"	NA	NA
"2205"	"4574B"	"NY"	"NY_4574B"	22	1	1984	0	83	1	2004	0	0	0.875	0.401641	3417	11675889	0	-64859.5926690638	42.8811812807	-75.4587971206	45742	1984	2004	0.408268069217902	0.408268069217902	"4574"	NA	NA
"2204"	"4574A"	"NY"	"NY_4574A"	14	1	1984	1984	84	0	0	0	0.25	0	0.293831	2805	7868025	0	-69048.4798933971	42.8809189216	-75.5200214516	45741	0	0	0.435281466030738	0.435281466030738	"4574"	NA	NA
"2088"	"4474B"	"NY"	"NY_4474B"	39.5	1	1981	0	95	0	0	0	0.125	0	0.329124	2543	6466849	0	-67677.1934004151	42.8806236681	-75.5812445389	44742	1981	0	0.546775021116652	0.546775021116652	"4474"	NA	NA
"2087"	"4474A"	"NY"	"NY_4474A"	2	1	1980	1980	40	0	0	0	0	0	0.352545	3083	9504889	0	-66767.1857231949	42.8802956528	-75.6424665915	44741	0	0	0.601760248388293	0.601760248388293	"4474"	NA	NA
"1976"	"4374B"	"NY"	"NY_4374B"	25	1	1984	0	27	1	2003	0	0.375	0.875	0.610485	3561	12680721	0	-56745.0952803366	42.8799349041	-75.7036875695	43742	1984	2003	0.683851444618177	0.683851444618177	"4374"	NA	NA
